FID,Tract,SPA,SD,CD,totUnshelt,totSheltPe,totPeople,Shape__Area,Shape__Length
119,117102,2,3,7,12.327,0,12.327,0.000101656270872,0.042656877744653
120,117201,2,3,7,7.034,0,7.034,7.7284634596e-05,0.039358414327045
121,117202,2,3,12,5,0,5,0.000177691352094,0.05394067876039
122,117301,2,3,12,0,0,0,0.000130339116387,0.047792340176545
123,117302,2,3,12,0,0,0,0.000200780389083,0.074931033514509
124,117303,2,3,12,49.22,0,49.22,0.000176173834501,0.054083313682896
125,117404,2,3,12,34.102,0,34.102,0.000172758482818,0.052746800604376
126,117405,2,3,7,2,0,2,1.9749474521e-05,0.018175926522568
127,117407,2,3,6,9,0,9,1.94060223e-05,0.018026901578313
128,117408,2,3,6,57.393,0,57.393,3.6837241557e-05,0.024472865061642
129,117510,2,3,7,14.946,0,14.946,3.2790561898e-05,0.025645372720633
130,117520,2,3,6,20.289,15,35.289,3.1870555423e-05,0.024241767793918
131,117530,2,3,6,70.839,0,70.839,5.4484171866e-05,0.030166765417889
132,119001,2,3,6,3.686,0,3.686,0.000104367683546,0.042473929599282
133,119002,2,3,6,19.422,0,19.422,0.00016576796474,0.065009795905823
134,119201,2,3,6,16.211,0,16.211,9.3183252561e-05,0.039062045799551
135,119202,2,3,6,2.095,0,2.095,9.4838774207e-05,0.050217321501238
136,119310,2,3,6,1.591,0,1.591,4.1971485613e-05,0.030474028688704
137,119320,2,3,6,3.181,0,3.181,4.8596871492e-05,0.028014661734455
138,119340,2,3,6,1.591,0,1.591,1.1952245416e-05,0.013846166207623
139,119341,2,3,6,7.829,0,7.829,3.1938204745e-05,0.026007313937465
140,119342,2,3,6,0,0,0,2.1438529381e-05,0.018866497048484
141,119400,2,3,6,0,0,0,0.000109752098429,0.042852161086272
142,119700,2,3,6,9.116,0,9.116,0.000128197392508,0.05859086296784
143,119800,2,3,6,20.212,0,20.212,0.000121536089552,0.045415609807038
144,119900,2,3,6,9.802,0,9.802,0.00010295176887,0.044269022956728
145,120010,2,3,6,7.276,0,7.276,5.5333616144e-05,0.03097515526236
146,120020,2,3,6,17.712,154,171.712,5.4014478905e-05,0.050321190135845
147,120030,2,3,6,20.165,0,20.165,3.5083163979e-05,0.023953750675184
148,120103,2,3,6,5.294,0,5.294,1.35505597e-05,0.016660080813667
149,120104,2,3,6,23.159,0,23.159,4.4407706636e-05,0.031189436625025
150,120105,2,3,6,6.116,0,6.116,5.3902528548e-05,0.047950056374951
151,120106,2,3,6,2.095,0,2.095,2.018277646e-05,0.018770100804897
152,120107,2,3,6,7,0,7,2.0280562567e-05,0.0187217549652
153,120108,2,3,6,19.513,0,19.513,3.7860370203e-05,0.025045617720748
154,120300,2,3,6,12.718,0,12.718,0.000168133851373,0.056632810222864
155,120400,2,3,6,5.777,0,5.777,0.000104272916252,0.0498976485423
156,121010,2,3,6,35.117,0,35.117,0.000198531223484,0.058273991757745
157,121020,2,3,2,0,0,0,8.0667961616e-05,0.039724211588402
158,121101,2,5,6,11.967,0,11.967,4.6205960508e-05,0.033083377142906
159,121102,2,3,6,57.58,0,57.58,0.000737892024638,0.113173478307651
160,121210,2,3,6,25.138,0,25.138,0.000199134938315,0.05655940305885
161,121221,2,3,6,9.684,0,9.684,4.9134840545e-05,0.034298198662098
162,121222,2,3,6,28.477,0,28.477,0.000131025339585,0.057202472285422
163,121600,2,3,2,5,0,5,0.000111448458698,0.047598212466791
164,121801,2,3,6,2,0,2,4.75117769e-05,0.031975016449928
165,121802,2,3,6,41.444,107,148.444,9.2973843525e-05,0.043621123173652
166,121900,2,3,6,29.957,176,205.957,0.000164933383236,0.059282008854877
167,122000,2,3,2,38.379,0,38.379,0.000320053418615,0.088805378322365
168,122120,2,3,6,16.187,0,16.187,7.0415728734e-05,0.042001030537318
169,122121,2,3,2,0,0,0,4.0300848076e-05,0.03808701507056
170,122122,2,3,6,97.874,56,153.874,0.000101009098144,0.047420245069431
171,122200,2,5,2,23.61,0,23.61,0.000166688107486,0.059080557679516
172,122410,2,3,2,13.655,0,13.655,6.91560341e-05,0.03345647578633
173,122420,2,3,2,17,0,17,8.4387271652e-05,0.036957319858794
174,123010,2,3,2,26.966,0,26.966,9.9364630441e-05,0.040390959550809
175,123020,2,3,2,26.086,0,26.086,5.532982415e-05,0.029723104862549
176,123103,2,3,2,41.736,0,41.736,8.8262270521e-05,0.040238684174477
177,123104,2,3,2,6.19,0,6.19,7.6442946943e-05,0.035359859951799
178,123203,2,3,2,10.562,0,10.562,5.7471974099e-05,0.037957457799075
179,123204,2,3,2,16.565,12,28.565,3.1708814203e-05,0.023256002169765
180,123205,2,3,2,17.964,0,17.964,7.41096878e-05,0.034609306738785
181,123206,2,3,2,17.654,0,17.654,5.8960554679e-05,0.031138938073581
182,123301,2,3,2,49.443,0,49.443,0.000127508440578,0.051215715116561
183,123303,2,3,2,16.09,0,16.09,6.1952058598e-05,0.037349861825953
184,123304,2,3,2,41.369,0,41.369,8.5980608731e-05,0.039070168573102
185,123410,2,3,2,9.781,0,9.781,4.8622270198e-05,0.028645914919599
186,123420,2,3,2,6.659,0,6.659,7.69443509e-05,0.043011091197086
187,123510,2,3,2,16.574,0,16.574,7.8094183655e-05,0.036327984768378
188,123520,2,3,2,7.589,0,7.589,4.9958622164e-05,0.038569048202589
189,123601,2,3,2,34.187,0,34.187,0.000149853390097,0.053287308549143
190,123602,2,3,2,1,0,1,9.0723791665e-05,0.041531874583142
191,123700,2,3,2,3.591,0,3.591,9.3134912249e-05,0.038893018660147
192,123800,2,3,2,47.376,16,63.376,0.000126102802538,0.05056226931683
193,123901,2,3,2,17.781,0,17.781,0.000126319766034,0.045591682910975
194,123902,2,3,2,30.658,0,30.658,6.4968442107e-05,0.034976119487795
195,124000,2,3,2,9.42,0,9.42,0.000131994909389,0.051168253340522
196,124102,2,3,2,8.484,0,8.484,6.3483071148e-05,0.032006029865167
197,124103,2,3,2,4.903,0,4.903,3.1681808137e-05,0.024720017272866
198,124104,2,3,2,13.979,0,13.979,3.1728598777e-05,0.024734020662134
199,124105,2,3,2,6.095,0,6.095,3.1735795279e-05,0.024740018374589
200,124201,2,3,2,9.093,0,9.093,9.5113576923e-05,0.039249032840649
201,124203,2,3,2,3.616,0,3.616,3.1707898959e-05,0.024732034313861
202,124204,2,3,2,6.998,0,6.998,3.1715447118e-05,0.024727036176869
203,124300,2,3,2,9.876,0,9.876,8.7125216083e-05,0.038589511025467
204,124400,2,3,2,15.073,0,15.073,9.5395686286e-05,0.039121197460391
205,124500,2,3,2,0,0,0,7.8997622535e-05,0.042477235119206
206,124600,2,3,4,4.851,0,4.851,0.000109502962379,0.042196225393196
207,124700,2,3,4,15.623,0,15.623,0.000133153943837,0.054570155883444
208,124902,2,3,2,5.724,0,5.724,3.3106036037e-05,0.025105838858889
209,124903,2,3,2,3.926,0,3.926,3.0446793862e-05,0.024417836743852
210,125100,2,3,2,4.926,0,4.926,0.000126972375569,0.046530246359573
211,125200,2,3,2,89.038,0,89.038,0.000127468784556,0.046537420980323
212,125310,2,3,2,32.241,0,32.241,0.000103036111674,0.060798344317296
213,125320,2,3,2,46.438,0,46.438,6.1838598488e-05,0.041994253188109
214,125401,2,3,2,11.494,0,11.494,3.8890597742e-05,0.030570922252664
215,125402,2,3,2,8.554,0,8.554,6.8071234798e-05,0.033841220658468
216,125501,2,3,2,19.535,0,19.535,4.5373719276e-05,0.028295074873259
217,125502,2,3,2,1.808,0,1.808,5.1115873355e-05,0.029141880828028
218,125600,2,3,4,7.232,0,7.232,9.9975147208e-05,0.044281077117598
219,127102,2,3,2,3.926,0,3.926,8.4048999932e-05,0.036675870615301
220,127103,2,3,2,30.181,0,30.181,2.7979888053e-05,0.022248654701863
221,127104,2,3,2,0,0,0,6.9237240674e-05,0.033989797179186
222,127210,2,3,6,29.768,0,29.768,0.000150782722964,0.059882898029109
223,127220,2,3,6,22.026,0,22.026,6.3864542599e-05,0.032062594471875
224,127300,2,3,6,50.995,0,50.995,0.000103250090267,0.043757339820661
225,127400,2,3,6,35.221,0,35.221,0.000213780622172,0.074780382047089
226,127520,2,3,6,51.731,0,51.731,3.5583190602e-05,0.024129281584194
227,127603,2,3,6,0,0,0,4.23475884e-05,0.030758689050173
228,127604,2,3,6,1,0,1,4.2581607376e-05,0.031289629044391
229,127605,2,3,6,30.155,0,30.155,6.3434702338e-05,0.03199301994381
230,127606,2,3,6,18.854,0,18.854,5.3415466311e-05,0.029266610382933
231,127711,2,3,6,9.797,0,9.797,9.2436326316e-05,0.039564576536318
232,127712,2,3,6,0,0,0,5.5518570484e-05,0.029546291598549
233,127803,2,3,6,21.622,0,21.622,6.2682558961e-05,0.0318582219985
234,127804,2,3,6,0,0,0,6.2416965186e-05,0.031761013560208
235,127805,2,3,6,2.926,0,2.926,6.0098968903e-05,0.042190018777796
236,127806,2,3,6,33.906,0,33.906,6.6813818533e-05,0.042957018363895
237,127910,2,3,6,9.629,0,9.629,6.3554963637e-05,0.032032917500054
238,127920,2,3,2,0,0,0,6.3449585856e-05,0.031996009806682
239,128101,2,3,2,4.19,0,4.19,6.3461895398e-05,0.031999009917015
240,128102,2,3,2,14.686,0,14.686,6.3453456333e-05,0.031999011546574
241,128210,2,3,6,47.017,55,102.017,5.3781620159e-05,0.029782012025107
242,128220,2,3,2,0,0,0,5.4331796462e-05,0.030520649622277
243,128302,2,3,6,11.785,0,11.785,6.7367234201e-05,0.038602541836095
244,128303,2,3,6,8.724,15,23.724,4.0480118854e-05,0.029784306290253
245,128400,2,3,4,62.662,0,62.662,0.000168765981946,0.069696484544313
246,128500,2,3,4,2.703,0,2.703,9.5214801424e-05,0.039304690744089
247,128601,2,3,4,25.398,0,25.398,6.6678676305e-05,0.043912653070342
248,128602,2,3,4,2,0,2,0.000110913695908,0.042867018015371
249,128702,2,3,4,0,0,0,0.000162374448655,0.052606346274602
250,128801,2,3,4,1,0,1,4.8117011074e-05,0.028390000019151
251,128802,2,3,4,1.808,0,1.808,9.4954120585e-05,0.040775696797792
252,128910,2,3,4,13.392,0,13.392,0.000130685576878,0.054706222587618
253,131010,2,3,12,3.095,0,3.095,0.000104352153093,0.043298724650705
254,131020,2,3,3,9.684,0,9.684,0.00014133204393,0.050937577681039
255,131100,2,3,6,3,0,3,0.000107790756627,0.041753972429659
256,131200,2,3,12,0,0,0,0.000110391168695,0.042747899188265
257,131300,2,3,12,3.517,0,3.517,0.000109372520199,0.042514953900421
258,131400,2,3,12,0,43,43,0.000108309068076,0.042270021090674
259,131600,2,3,3,7.285,0,7.285,0.000214329375435,0.059468469423516
260,131701,2,3,3,0,0,0,6.4526356411e-05,0.032243149203728
261,131702,2,3,3,17.16,0,17.16,7.0630608387e-05,0.033970261021256
262,131800,2,3,3,18.924,0,18.924,0.000128685906744,0.049638265869384
263,131900,2,3,6,0,0,0,0.000128943239614,0.049694048715486
264,132001,2,3,6,4.19,0,4.19,9.4736033302e-05,0.039144652251071
265,132002,2,3,6,6.591,0,6.591,0.000156509423587,0.063735049247937
266,132101,2,3,6,1,0,1,7.9269118502e-05,0.036356018208421
267,132102,2,3,6,12.057,0,12.057,0.000134134464474,0.054677139213581
268,132300,2,3,3,18.854,0,18.854,0.000125057654842,0.049285263609166
269,132501,2,3,3,35.494,0,35.494,6.8840657883e-05,0.033554568079303
270,132502,2,3,3,9.632,0,9.632,6.1106254391e-05,0.034271455847442
271,132700,2,3,3,16.673,0,16.673,0.000129225695491,0.049339575601662
272,132900,2,3,5,10.474,0,10.474,0.000116773300456,0.056642619614106
273,133000,2,3,3,10.214,0,10.214,9.8023974613e-05,0.04175954892382
274,133100,2,3,3,19.059,0,19.059,0.000148649767883,0.052375326744853
275,134001,2,3,3,6.781,0,6.781,5.7075807526e-05,0.034838414656526
276,134002,2,3,3,7.924,0,7.924,7.3705523366e-05,0.039801477944983
277,134101,2,3,3,0,0,0,0.000104262427013,0.04133607557239
278,134103,2,3,3,9.093,0,9.093,0.000102773572611,0.053098385281916
279,134104,2,3,3,2.808,0,2.808,6.338847911e-05,0.031981058027925
280,134201,2,3,3,21.896,0,21.896,0.00014348536792,0.049928760306207
281,134302,2,5,12,1.808,0,1.808,0.000127847945351,0.046115207156563
282,134303,2,3,3,31.971,0,31.971,0.00015358884244,0.052490275011372
283,134304,2,3,3,1,0,1,9.9826298997e-05,0.0402791458624
284,134305,2,3,3,5.926,0,5.926,3.4982843485e-05,0.025081233349761
285,134306,2,3,3,9.537,0,9.537,6.0633160403e-05,0.031235272130726
286,134421,2,3,12,2.095,0,2.095,0.000208789339043,0.058296608803965
287,134422,2,3,12,25.53,0,25.53,0.00022950334703,0.079129961198685
288,134423,2,5,12,6.285,0,6.285,0.00015329910503,0.056808967470023
289,134424,2,5,12,1.591,0,1.591,0.000363030187067,0.082835301578888
290,134520,2,3,3,36.351,0,36.351,9.4602931904e-05,0.040571106288702
291,134521,2,3,3,36.746,0,36.746,3.4411143811e-05,0.024121959509622
292,134522,2,3,3,2.095,0,2.095,6.0187008228e-05,0.031031973782653
293,134710,2,3,3,0,0,0,5.5816893275e-05,0.029884685428363
294,134720,2,3,3,6.285,0,6.285,9.6792630431e-05,0.040985174663248
295,134800,2,3,3,3,0,3,0.000183330155689,0.057776226208766
296,134901,2,3,3,7.285,0,7.285,0.000103862382987,0.04731486798234
297,134903,2,3,3,18.276,0,18.276,5.5382964364e-05,0.031855549814849
298,134904,2,3,3,8.041,0,8.041,0.000101690128692,0.04872137532367
299,134905,2,3,3,11.995,0,11.995,0.000252961373134,0.06929919122886
300,135102,2,3,12,0,0,0,0.000164243384814,0.055227595290355
301,135111,2,3,3,6.285,0,6.285,0.000102244805023,0.040142515775534
302,135113,2,3,3,2.095,0,2.095,6.2938221441e-05,0.041764994261833
303,135114,2,3,3,12.4,0,12.4,0.000124199392437,0.055821652921355
304,135201,2,3,12,21.51,0,21.51,0.000149806473678,0.054045183697025
305,135202,2,3,12,4.095,0,4.095,0.000172380761872,0.05264647250995
306,135203,2,3,12,3.798,0,3.798,0.000440206160561,0.100108809226628
307,137000,2,3,3,0,0,0,0.000158336107652,0.079653464802116
308,137103,2,3,3,4.517,0,4.517,7.4299351462e-05,0.03517642385641
309,137104,2,3,3,3.095,0,3.095,0.000250923902569,0.073002761575326
310,137201,2,3,3,1,0,1,0.000195229169741,0.05839633838096
311,137301,2,3,3,1,0,1,0.000157401554197,0.063838050365247
312,137302,2,3,3,6.285,0,6.285,0.000239269179205,0.077254529909523
313,137401,2,3,3,2.591,0,2.591,0.000232107836672,0.07911136448912
314,137402,2,3,3,7.19,0,7.19,0.000301406194779,0.096485096152067
315,137501,2,3,3,5.021,0,5.021,0.000245679282199,0.074889568520411
316,137502,2,3,3,10.811,0,10.811,0.000204366231154,0.058773478825066
317,137504,2,3,3,0,0,0,0.000375129652713,0.096875872914763
318,138000,2,3,3,2.095,0,2.095,0.000437189334668,0.095545082412474
319,139001,2,3,5,0,0,0,0.000121230400817,0.054797150441209
320,139200,2,3,5,0,0,0,0.000112649104094,0.042664256065696
321,139301,2,3,3,16.156,0,16.156,0.000280220173742,0.083976315357352
322,139302,2,3,3,4.021,0,4.021,3.3080314242e-05,0.023464991935837
323,139303,2,3,3,1,0,1,4.0634552153e-05,0.026536697713925
324,139401,2,3,3,13.797,0,13.797,8.8708574416e-05,0.039517203588646
325,139402,2,3,3,17.926,0,17.926,0.000238949689094,0.089536289736133
326,139502,2,3,5,2.926,0,2.926,0.00010241795004,0.051036386599456
327,139503,2,3,5,0,0,0,3.4389842769e-05,0.023975050457451
328,139504,2,3,5,1,0,1,2.8263119712e-05,0.023419521926535
329,139600,2,3,5,6.946,0,6.946,0.000242224451462,0.062708017803316
330,139701,2,3,5,9.021,0,9.021,0.000332325040437,0.098639367070161
331,139702,2,3,5,0,0,0,0.000918457709462,0.198543534807695
332,139703,2,3,3,3.181,0,3.181,0.000462240078688,0.122326111942872
333,139801,2,3,3,0,0,0,0.000358353135594,0.082901359788385
334,139802,2,3,3,0,0,0,0.000594025842588,0.139076950746165
335,141101,2,3,4,0,0,0,7.4209566392e-05,0.035129386794291
336,141102,2,3,4,1,0,1,7.613959673e-05,0.046016863414334
337,141201,2,3,4,15.892,0,15.892,6.8532618589e-05,0.037273781444192
338,141202,2,3,4,1,0,1,6.8442708703e-05,0.039067696120541
339,141302,2,3,4,6.829,0,6.829,0.000124202287857,0.050802488764661
340,141303,2,3,4,3.095,0,3.095,2.5603391895e-05,0.020835686392247
341,141304,2,3,4,4,0,4,6.9542470131e-05,0.04199974087403
342,141400,2,3,5,11.627,0,11.627,0.000195922693427,0.058024878283185
343,141500,2,3,5,0,0,0,0.000326088889928,0.093394030165982
344,141600,2,3,4,0,0,0,0.000376383052174,0.112914924208649
345,141700,2,3,4,0,0,0,0.000317044535452,0.097325460126763
346,143100,2,3,4,14.42,0,14.42,0.000173484746128,0.058022286980103
347,143200,2,3,2,10.187,0,10.187,9.3559530407e-05,0.043531363835099
348,143300,2,3,2,10.885,0,10.885,0.000161773963047,0.06118433371414
349,143400,2,3,2,7.777,0,7.777,0.000171794210537,0.066564201851045
350,143500,2,3,2,1,0,1,0.000121034820915,0.060454105126481
351,143602,2,3,2,5.808,0,5.808,0.000119136211345,0.051599983777456
352,143603,2,3,2,7.702,0,7.702,5.1363286342e-05,0.042647578087315
353,143604,2,3,2,22.706,0,22.706,5.4803970155e-05,0.043321348270778
354,143700,2,3,4,27.621,0,27.621,0.000331248953163,0.108158666196671
355,143800,2,3,2,0,0,0,0.000254910140022,0.111273436385876
356,143901,2,3,2,7.616,0,7.616,0.000517459738445,0.127118724077171
357,143902,2,3,4,4.406,0,4.406,0.000246986543018,0.101702607000618
358,181000,4,1,14,39.377,0,39.377,0.000404434738104,0.119240197501416
359,181300,4,1,14,24.078,0,24.078,0.000140638588277,0.063266330357666
360,181400,4,1,14,27.459,0,27.459,8.5930768369e-05,0.045383478233751
361,181500,4,1,14,9.707,0,9.707,0.000106995419869,0.055151541218539
362,181600,4,1,14,4.19,0,4.19,0.000122166794498,0.055126258664375
363,183101,4,1,14,19.524,0,19.524,9.4591476833e-05,0.050052898491078
364,183103,4,1,14,1,0,1,6.4162067406e-05,0.059272676777169
365,183104,4,1,14,2.095,0,2.095,6.591464081e-05,0.049705246812716
366,183220,4,1,14,0,0,0,5.2303126475e-05,0.040660937706829
367,183221,4,1,14,0,0,0,6.906919543e-05,0.03870019479493
368,183222,4,1,14,3.616,0,3.616,9.0730630343e-05,0.05175661374536
369,183300,4,1,14,8.093,0,8.093,5.2897156983e-05,0.030950647563598
370,183401,4,1,14,14.495,0,14.495,4.7428426479e-05,0.031629250767112
371,183402,4,1,14,19.28,0,19.28,5.017872336e-05,0.03325202890409
372,183510,4,1,1,17.706,0,17.706,4.8900578814e-05,0.032164247810264
373,183520,4,1,1,12.725,0,12.725,4.1791157508e-05,0.02845856772543
374,183610,4,1,1,23.223,0,23.223,3.6998468005e-05,0.028736187231856
375,183620,4,1,14,5.207,0,5.207,5.0564352831e-05,0.028630538736826
376,183701,4,1,14,37.001,0,37.001,5.3823586852e-05,0.037830126003995
377,183702,4,1,14,6.424,0,6.424,8.7151072258e-05,0.051527985318691
378,183810,4,1,1,5.808,0,5.808,4.4449553476e-05,0.03129986389802
379,183820,4,1,1,14.156,0,14.156,3.0157771089e-05,0.031994190390996
380,185100,4,1,1,38.823,0,38.823,0.000222571614667,0.076990017156219
381,185202,4,1,1,15.077,0,15.077,0.00011779063004,0.05292072052331
382,185203,4,1,1,22.174,0,22.174,5.3538775078e-05,0.036361419353392
383,185204,4,1,1,19.149,0,19.149,9.4159241584e-05,0.053019194223602
384,185310,4,1,1,5.424,0,5.424,4.1135000229e-05,0.036871928476565
385,185320,4,1,1,12.327,0,12.327,5.7624236881e-05,0.04222433532738
386,186100,4,1,14,10.082,0,10.082,0.000131671373992,0.066531514514482
387,186201,4,1,1,8.734,0,8.734,5.1012327383e-05,0.036778924768393
388,186202,4,1,1,24.208,0,24.208,3.9894524958e-05,0.033633751277022
389,186203,4,1,1,16.586,0,16.586,8.2344878633e-05,0.048169230541214
390,186301,4,1,13,2.926,0,2.926,0.000113560660551,0.056077681210501
391,186302,4,1,1,16.759,0,16.759,0.000164715791727,0.053741576784944
392,186401,4,1,13,19.35,0,19.35,9.39076752e-05,0.054916544030557
393,186403,4,1,1,37.692,0,37.692,5.277368249e-05,0.03524140701534
394,186404,4,1,1,13.803,0,13.803,3.9194165875e-05,0.026043064641368
395,187101,4,1,13,14.397,0,14.397,7.7008621972e-05,0.038792180003938
396,187102,4,1,13,18.24,0,18.24,0.000214697072101,0.114301773756426
397,187200,4,1,13,14.038,0,14.038,9.299960185e-05,0.047252044882621
398,187300,4,1,13,18.607,0,18.607,0.000114074740232,0.057041271169578
399,188100,4,3,13,38.29,0,38.29,0.000207686153645,0.074527503345893
400,188201,4,3,4,5.399,0,5.399,7.585963303e-05,0.053310211074095
401,188202,4,3,4,3,0,3,7.4140345636e-05,0.036603627542232
402,188300,4,3,13,6.276,0,6.276,9.0182888547e-05,0.037833532671979
403,189101,4,3,4,7.734,0,7.734,3.8615429523e-05,0.024891107225508
404,189102,4,3,4,5,0,5,6.1009384729e-05,0.03566178495909
405,189201,4,3,4,19.296,0,19.296,3.182156256e-05,0.024797183302009
406,189202,4,3,4,3.616,0,3.616,0.000100927747954,0.052664892107338
407,189300,4,3,4,2,0,2,0.000185646012623,0.078308700828693
408,189400,4,3,4,10.7,10,20.7,0.000141383927002,0.086787576300629
409,189500,4,3,4,3.095,0,3.095,5.7862020007e-05,0.039246674626279
410,189600,4,3,4,24.264,0,24.264,0.000105580722717,0.060998931625871
411,189701,4,3,4,9.959,0,9.959,0.000424715723344,0.116437939405895
412,189702,4,3,4,12.108,0,12.108,0.000142745586552,0.068689274951913
413,189800,4,3,4,11,0,11,7.1292595513e-05,0.038905829020087
414,189902,4,3,4,9.734,0,9.734,3.5660294052e-05,0.02689303801123
415,189903,4,3,4,3,0,3,8.203775478e-06,0.012913361481517
416,189904,4,3,4,12.58,0,12.58,1.5592623085e-05,0.0160052025582
417,189905,4,3,4,19.218,0,19.218,2.5241854599e-05,0.020846287453753
418,190100,4,3,13,36.389,0,36.389,5.8677374216e-05,0.032531423727922
419,190201,4,3,13,16.851,8,24.851,2.2164414818e-05,0.021514034248332
420,190202,4,3,13,38.214,0,38.214,2.0651246953e-05,0.020562056965966
421,190301,4,3,13,5.926,9,14.926,3.9413915423e-05,0.038796122922257
422,190401,4,3,13,5.108,0,5.108,1.6309240603e-05,0.016213397897788
423,190402,4,3,13,6.808,0,6.808,1.5353311333e-05,0.01577611639746
424,190510,4,3,13,10.926,0,10.926,3.1105958914e-05,0.024984772982682
425,190520,4,3,13,1.808,0,1.808,2.3834262654e-05,0.020372688776122
426,190700,4,3,13,83.406,29,112.406,6.277000224e-05,0.038390799823645
427,190801,4,3,13,139.223,0,139.223,3.1670422503e-05,0.023242205680543
428,190802,4,3,13,38.219,0,38.219,4.7552329328e-05,0.027619202415301
429,190901,4,3,13,71.059,100,171.059,4.7888074276e-05,0.027730587784581
430,190902,4,3,13,28.312,0,28.312,4.757478452e-05,0.027631338358829
431,191000,4,3,13,52.251,101,153.251,6.3378111034e-05,0.034461679227532
432,191110,4,3,13,24.214,0,24.214,2.6645934542e-05,0.023558517720874
433,191120,4,3,13,22.389,0,22.389,3.7088558964e-05,0.025931672985589
434,191201,4,3,13,29.959,0,29.959,5.5909413634e-05,0.030289319587455
435,191203,4,3,13,24.522,0,24.522,2.0046717501e-05,0.017906522409656
436,191204,4,3,13,6.989,0,6.989,1.9644004911e-05,0.017743560675367
437,191301,4,3,13,50.807,9,59.807,2.6721369841e-05,0.027040397264315
438,191302,4,3,13,24.011,0,24.011,4.1273807073e-05,0.028323994812214
439,191410,4,3,13,12.11,0,12.11,3.0417635454e-05,0.022864350618115
440,191420,4,2,13,6,0,6,2.2190929982e-05,0.020608224027718
441,191500,4,3,13,16.808,0,16.808,6.2652380033e-05,0.031263909583506
442,191610,4,2,13,79.067,0,79.067,4.0790315868e-05,0.028470333913696
443,191620,4,3,13,38.517,0,38.517,2.2388635109e-05,0.021027268745004
444,191710,4,3,13,12.819,0,12.819,6.9220176877e-05,0.040698122848194
445,191720,4,3,13,6.923,0,6.923,2.5820840334e-05,0.021291069861312
446,191810,4,3,13,48.704,0,48.704,3.9488865606e-05,0.029036135226661
447,191820,4,3,13,44.004,0,44.004,3.9534896774e-05,0.029048206028003
448,191901,4,3,4,55.198,16,71.198,7.5527933506e-05,0.03631416751989
449,191902,4,3,5,24.839,0,24.839,7.094427646e-05,0.035458879629931
450,192001,4,3,5,18.919,0,18.919,5.1846809051e-05,0.03479249709684
451,192002,4,3,5,19.107,0,19.107,8.3840236501e-05,0.039536343548967
452,192300,4,3,4,5,0,5,8.5904114805e-05,0.038307779781626
453,192410,4,3,4,4,0,4,6.6799695829e-05,0.032903201064194
454,192420,4,2,4,1,0,1,3.1734990269e-05,0.023272614383112
455,192510,4,2,13,14.574,0,14.574,3.3282629705e-05,0.023876688944339
456,192520,4,2,13,1,0,1,3.0064684309e-05,0.022848268409846
457,192610,4,2,13,81.814,0,81.814,4.0575362284e-05,0.028017799760926
458,192620,4,2,13,31.512,0,31.512,2.3788951421e-05,0.022904239552585
459,192700,4,2,13,117.051,128,245.051,5.1885245293e-05,0.028849703894169
460,194101,4,3,4,7.371,0,7.371,0.000248453205824,0.102437820660652
461,194102,4,3,4,15.278,0,15.278,0.000342352041919,0.114999103995686
462,194200,4,3,4,0,0,0,0.000254338835209,0.088751046795398
463,194300,4,3,4,0,0,0,0.000241239472651,0.105529349325861
464,194401,4,3,5,6.926,0,6.926,4.5495018633e-05,0.028651631990092
465,194402,4,3,5,9.851,0,9.851,5.7550059535e-05,0.04316740852216
466,194500,4,3,5,49.926,0,49.926,6.6939005263e-05,0.04712883128514
467,195100,4,1,4,1.808,0,1.808,0.0001851799806,0.065486304474439
468,195201,4,3,4,0,0,0,5.8704961502e-05,0.04188824064011
469,195202,4,3,4,3.686,0,3.686,8.577955224e-05,0.043421792398127
470,195300,4,3,4,26.129,0,26.129,5.6698333518e-05,0.034568618966075
471,195400,4,1,13,27.939,0,27.939,0.000100646452383,0.052005856334473
472,195500,4,1,13,21.868,0,21.868,0.000118706340795,0.058773671810293
473,195600,4,1,13,34.442,42,76.442,5.1531876492e-05,0.034455138521064
474,195710,4,1,13,45.047,243,288.047,4.7213716882e-05,0.029270023072722
475,195720,4,1,13,30.321,0,30.321,2.8181355971e-05,0.024684250513586
476,195802,4,1,13,56.527,0,56.527,3.9313600888e-05,0.030971974559806
477,195803,4,1,13,6.19,0,6.19,3.6862626673e-05,0.026312164278629
478,195804,4,1,13,30.765,0,30.765,3.2804220411e-05,0.023007179290844
479,195901,4,1,13,7.494,0,7.494,2.8414599379e-05,0.023859848815138
480,195902,4,1,13,0,0,0,3.3963659223e-05,0.024301749390964
481,195903,4,1,13,13.612,0,13.612,2.3255063331e-05,0.019937235274034
482,197200,4,1,13,20.447,0,20.447,7.6152911814e-05,0.044956710433809
483,197300,4,1,13,1.703,0,1.703,6.3904320436e-05,0.045096786052046
484,197410,4,1,13,8.494,0,8.494,0.000136162151427,0.055533337101594
485,197420,4,1,13,4,70,74,6.0128742222e-05,0.034087516558547
486,197500,4,1,1,79.625,31,110.625,6.255304421e-05,0.031141508341262
487,197600,4,1,1,30.227,0,30.227,3.7921898659e-05,0.030472689928725
488,197700,4,1,1,2,0,2,6.8536260146e-05,0.04239397326588
489,199000,4,1,1,101.763,0,101.763,0.00015243406448,0.056395551090091
490,199110,4,1,14,2.095,69,71.095,8.8111923546e-05,0.042965387822624
491,199120,4,1,1,23.745,0,23.745,9.3938920294e-05,0.049285629329324
