FID,Tract,SPA,SD,CD,totUnshelt,totSheltPe,totPeople,Shape__Area,Shape__Length
492,199201,4,1,1,35.259,0,35.259,3.8598517676e-05,0.02735291986107
493,199202,4,1,1,1,0,1,9.3193421438e-05,0.055101223053478
494,199300,4,1,1,8.211,0,8.211,0.000253162654546,0.095127378030029
495,199400,4,1,1,17.227,0,17.227,6.8097256479e-05,0.049720956479488
496,199700,4,1,1,18.133,0,18.133,9.4787760907e-05,0.041617587566722
497,199800,4,1,1,8.596,0,8.596,6.3604829705e-05,0.033063343415406
498,199900,4,1,1,14.569,0,14.569,4.3263836915e-05,0.031152049549701
499,201110,4,1,14,14.325,0,14.325,9.9046957029e-05,0.048568825801209
500,201120,4,1,14,14.664,0,14.664,7.7232668079e-05,0.0428288786075
501,201200,4,1,14,12.305,0,12.305,4.3048551943e-05,0.032282307559751
502,201301,4,1,14,19.989,0,19.989,8.5256765549e-05,0.059828761086744
503,201302,4,1,14,3.686,0,3.686,9.688566326e-05,0.044220077851631
504,201401,4,1,14,12.983,0,12.983,0.000127153357736,0.046766298207198
505,201402,4,1,14,6.494,0,6.494,0.000189584887456,0.057611527799033
506,201501,4,1,14,14.569,0,14.569,8.6602540469e-05,0.043125401788244
507,201503,4,1,14,2,0,2,4.291714641e-05,0.028137524844992
508,201504,4,1,14,11.266,0,11.266,3.5978072582e-05,0.029474544286347
509,201601,4,1,14,9.589,0,9.589,5.2780154408e-05,0.032519107089686
510,201602,4,1,14,33.561,0,33.561,0.000104095132841,0.058026511986925
511,201700,4,1,14,7.876,0,7.876,0.000165510542744,0.06573914652694
512,203100,4,1,14,0,0,0,6.4200203674e-05,0.035454182012314
513,203200,4,1,14,2.926,0,2.926,5.0382451856e-05,0.031586164092346
514,203300,4,1,14,22.343,0,22.343,0.000145678220545,0.047924926452836
515,203500,4,1,14,41.838,0,41.838,0.000161874755702,0.055698846473841
516,203600,4,1,14,3,14,17,5.4035667263e-05,0.032466346334289
517,203710,4,1,14,0,0,0,2.7541822575e-05,0.023518361518822
518,203720,4,1,14,3,0,3,3.134557535e-05,0.024494772511138
519,203800,4,1,14,4.19,0,4.19,4.7586616299e-05,0.028113078188978
520,203900,4,1,14,17.122,0,17.122,4.3818268224e-05,0.036609155693541
521,204110,4,1,14,15.19,0,15.19,5.8946751281e-05,0.03093210748431
522,204120,4,1,14,0,0,0,2.5713937041e-05,0.021431771093718
523,204200,4,1,14,3,0,3,2.9407108762e-05,0.023510339768501
524,204300,4,1,14,11.995,0,11.995,6.2821472498e-05,0.033122297461846
525,204410,4,1,14,6.998,0,6.998,2.8985971957e-05,0.022526796998326
526,204420,4,1,14,3,119,122,2.9491519116e-05,0.022826172587782
527,204600,4,1,14,29.532,0,29.532,5.6719410874e-05,0.03565379661854
528,204700,4,1,14,48.877,0,48.877,9.8699262847e-05,0.040109973818657
529,204810,4,1,14,11.44,0,11.44,7.5122236882e-05,0.037184767882646
530,204820,4,1,14,9.797,0,9.797,3.126391124e-05,0.025928274734847
531,204910,4,1,14,3,0,3,5.0596314769e-05,0.028685631984459
532,204920,4,1,14,32.919,0,32.919,8.8817375457e-05,0.038662811133693
533,205110,4,1,14,5.591,0,5.591,2.8010836827e-05,0.028676879691421
534,205120,4,1,14,35.09,72,107.09,0.000143102059576,0.060493954497018
535,206010,4,1,1,20.392,0,20.392,0.000140504255671,0.063401388858888
536,206020,4,1,14,22.479,0,22.479,8.5064228879e-05,0.036447135073153
537,206031,4,1,14,139.374,0,139.374,0.000461995322178,0.106405582589539
538,206032,4,1,14,85.273,78,163.273,9.5980405141e-05,0.040967571679168
539,206050,4,1,14,41.411,0,41.411,0.000169812441534,0.073223796518597
540,206200,4,1,14,519.496,81,600.496,5.6506609763e-05,0.034520987606019
541,206300,4,2,14,1211.044,2018,3229.044,6.0204676342e-05,0.039430530573294
542,207101,4,1,1,64.642,0,64.642,2.9314092686e-05,0.023247101763899
543,207102,4,1,1,189.201,0,189.201,4.0529734825e-05,0.029765334804731
544,207103,4,1,1,10.749,0,10.749,3.1653438466e-05,0.03034666209562
545,207301,4,1,14,148.438,447,595.438,4.199263118e-05,0.036680051153128
546,207302,4,1,14,59.553,0,59.553,2.5011044469e-05,0.024768844275145
547,207400,4,1,14,129.025,0,129.025,8.4895994245e-05,0.045933438796012
548,207501,4,1,14,18.926,0,18.926,1.3116686058e-05,0.015066297543769
549,207502,4,1,14,54.845,0,54.845,4.0851955829e-05,0.028043362380636
550,207710,4,1,14,100.845,52,152.845,0.000107551832868,0.052827978689408
551,207900,4,1,14,81.412,0,81.412,8.8167602833e-05,0.039296841630825
552,208000,4,1,1,27.792,0,27.792,9.4839633616e-05,0.042898680329703
553,208301,4,1,13,2.808,0,2.808,9.077181327e-06,0.015528223257218
554,208302,4,1,13,3.686,96,99.686,4.296556354e-05,0.028957431856606
555,208401,4,1,13,5.629,0,5.629,2.2429324538e-05,0.01909520224829
556,208402,4,1,13,43.831,0,43.831,3.3321247883e-05,0.026142774414914
557,208501,4,1,13,27.754,0,27.754,2.3753415323e-05,0.020155110858945
558,208502,4,1,13,19.107,0,19.107,2.5493217002e-05,0.02064451881228
559,208610,4,1,13,21.806,0,21.806,3.419642695e-05,0.02445225931662
560,208620,4,1,13,8.819,0,8.819,3.167480567e-05,0.024483627930055
561,208710,4,2,1,9.362,0,9.362,1.6639527424e-05,0.016776694898994
562,208720,4,2,1,25.314,186,211.314,1.6087170345e-05,0.020277058624169
563,208801,4,1,1,264.416,0,264.416,2.6215306766e-05,0.023287507024275
564,208802,4,1,1,12.288,0,12.288,2.0653384421e-05,0.022960751299512
565,208902,4,1,1,14.028,0,14.028,1.7971955696e-05,0.017258328364947
566,208903,4,1,1,34.872,168,202.872,1.5554753335e-05,0.020786220791507
567,208904,4,1,1,6,0,6,1.094718736e-05,0.0136762584727
568,209102,4,1,1,29.153,29,58.153,2.9767345462e-05,0.025072003304764
569,209103,4,1,1,1,0,1,1.2110028701e-05,0.014039670358498
570,209104,4,1,1,1.808,98,99.808,6.831487068e-06,0.011561096606542
571,209200,4,1,1,31.245,0,31.245,4.0151949844e-05,0.026588987196961
572,209300,4,1,1,50.596,0,50.596,2.9909175737e-05,0.024807756287473
573,209401,4,1,1,47.157,0,47.157,2.1059241385e-05,0.019270886206753
574,209402,4,1,1,25.22,0,25.22,1.3302726268e-05,0.014674545889851
575,209403,4,1,1,16.383,0,16.383,1.3494468851e-05,0.014784737543867
576,209510,4,1,1,33.743,0,33.743,1.7818619913e-05,0.017462403485717
577,209520,4,1,1,44.443,0,44.443,2.2572086863e-05,0.019803677282877
578,209810,4,1,1,4.851,0,4.851,1.4629371102e-05,0.016196436764352
579,209820,4,1,1,1.926,0,1.926,1.7487555663e-05,0.017337174251171
580,210010,4,1,1,35.427,0,35.427,3.9896553606e-05,0.027179080933382
581,211000,4,3,4,8.777,0,8.777,0.00025946233733,0.076904493060129
582,211120,4,2,13,49.304,0,49.304,5.537957417e-05,0.031925686623787
583,211121,4,2,13,33.06,0,33.06,2.0893743572e-05,0.021974339915662
584,211122,4,2,13,71.46,0,71.46,3.5702379204e-05,0.024370804592471
585,211201,4,2,13,1.926,0,1.926,1.3611906028e-05,0.014799896667053
586,211202,4,2,13,2.926,0,2.926,1.7499031502e-05,0.016911379940631
587,211310,4,2,13,0,0,0,1.4058621628e-05,0.015005852975262
588,211320,4,2,13,7.612,0,7.612,1.819217443e-05,0.017251417021355
589,211410,4,2,10,8.257,0,8.257,2.6447499928e-05,0.021830276285307
590,211420,4,2,10,1.926,0,1.926,3.7218208899e-05,0.024781519914204
591,211500,4,3,4,9.48,0,9.48,8.8782370165e-05,0.040425967123424
592,211701,4,3,4,2.926,0,2.926,6.3625963627e-05,0.031891278755114
593,211703,4,2,4,7.777,0,7.777,1.7980102757e-05,0.017307148480155
594,211704,4,2,10,8.629,0,8.629,1.8061091486e-05,0.017474993020558
595,211802,4,2,10,40.735,0,40.735,3.1778964761e-05,0.024744336898291
596,211803,4,2,10,6.58,0,6.58,1.3626322554e-05,0.014766143024301
597,211804,4,2,10,13.145,0,13.145,1.8160809616e-05,0.017264225393074
598,211910,4,2,10,2.703,0,2.703,1.3473747118e-05,0.014683119352376
599,211921,4,2,10,23.038,0,23.038,9.049715901e-06,0.012246088467599
600,211922,4,2,10,3.511,0,3.511,9.072040117e-06,0.012257078987003
601,212101,4,2,10,10.926,0,10.926,1.814252956e-05,0.017256144082174
602,212102,4,2,10,6.997,0,6.997,1.354053051e-05,0.014720146795668
603,212202,4,2,1,2,0,2,2.0161864399e-05,0.0202930986788
604,212203,4,2,10,14.101,0,14.101,1.038192086e-05,0.013221802395638
605,212204,4,2,1,65.237,0,65.237,2.0817988105e-05,0.018747979471413
606,212303,4,2,10,7,0,7,1.5199022534e-05,0.015604158538379
607,212304,4,2,10,4.511,0,4.511,2.0084958456e-05,0.019191047475397
608,212305,4,2,10,13.778,0,13.778,1.0551675737e-05,0.013093047778227
609,212306,4,2,10,12.232,0,12.232,1.5811299596e-05,0.016254167531256
610,212410,4,2,10,2,0,2,1.5349564992e-05,0.016699005501584
611,212420,4,2,10,3.926,0,3.926,1.4008000656e-05,0.015070087749333
612,212501,4,2,10,2.095,0,2.095,7.772407117e-06,0.011263103246448
613,212502,4,2,10,29.449,0,29.449,2.7838601462e-05,0.024335253257185
614,212610,4,2,4,14.102,0,14.102,3.487699334e-05,0.026336442127252
615,212620,4,2,4,2.808,0,2.808,2.8183092756e-05,0.024799396218357
616,212701,4,2,4,3.903,0,3.903,4.585628729e-05,0.032371522230403
617,212702,4,2,4,3.903,0,3.903,8.5992938404e-05,0.041520380512907
618,212800,4,2,10,13.019,0,13.019,7.6285799979e-05,0.035881918278436
619,212900,4,2,10,17.611,0,17.611,3.6480352222e-05,0.027753937454116
620,213100,4,2,10,17.052,0,17.052,5.2437741489e-05,0.031894262564839
621,213201,4,2,10,33.514,0,33.514,3.2705142112e-05,0.025667545566464
622,213202,4,2,10,1,0,1,3.2994585911e-05,0.025411235355978
623,213310,4,2,1,9.48,0,9.48,3.04730336e-05,0.022935734500332
624,213320,4,2,1,19.959,0,19.959,3.0409645861e-05,0.022993506391525
625,213401,4,2,1,6.772,0,6.772,1.914812963e-05,0.019865321703789
626,213402,4,2,1,4.851,0,4.851,3.826012589e-05,0.025315306341098
627,214000,4,3,5,11.777,0,11.777,9.8795365927e-05,0.03974447678352
628,214100,4,3,5,7.734,0,7.734,0.000108244040168,0.042089593540947
629,214400,4,3,5,14.552,0,14.552,3.3623707213e-05,0.024628233518586
630,214501,4,3,4,13.554,0,13.554,7.3477762017e-05,0.042055459594419
631,214502,4,3,4,2.926,0,2.926,2.5215315132e-05,0.024279780342887
632,214503,4,3,4,2,0,2,2.2687521483e-05,0.021654545254136
633,214600,4,3,5,8,0,8,5.6762476623e-05,0.030735491948132
634,214700,4,3,5,4.703,0,4.703,5.7945277638e-05,0.031293087976579
635,214800,4,3,5,6.926,0,6.926,5.6341383911e-05,0.032525531774575
636,214901,4,3,5,0,0,0,3.0538535793e-05,0.022672257878574
637,214902,4,3,5,14.389,0,14.389,4.949891123e-05,0.0294977859161
638,215101,4,3,4,11.777,0,11.777,3.4668585736e-05,0.0330926335086
639,215102,4,3,4,4,0,4,2.5165844637e-05,0.023572425023159
640,216100,4,2,4,3.926,0,3.926,6.5915891086e-05,0.034005089805226
641,216200,4,2,4,3.095,0,3.095,9.4174077646e-05,0.04228795235122
642,216300,4,2,5,1,0,1,0.000124297320847,0.059710923789192
643,216401,5,3,5,7.629,0,7.629,4.003314203e-05,0.025895970024387
644,216402,5,3,5,1,0,1,2.2405815035e-05,0.019695553993649
645,216700,4,2,10,3.616,0,3.616,7.5958177927e-05,0.035140876228292
646,216800,4,2,5,10.517,0,10.517,7.2243696194e-05,0.035525823095655
647,216900,4,2,10,26.204,0,26.204,0.000106873332969,0.044330197694959
648,217001,5,2,5,3.926,0,3.926,5.3560983537e-05,0.032280152440561
649,217002,5,2,5,32.431,0,32.431,7.5313626877e-05,0.034614180424198
650,217100,4,2,10,8.285,0,8.285,8.7664281622e-05,0.039077364015745
651,217200,4,2,10,1,0,1,8.973755923e-05,0.046806582159271
652,218110,4,2,10,22.89,17,39.89,5.8444158189e-05,0.03925916136929
653,218120,4,2,10,58.831,14,72.831,4.3467472551e-05,0.026356868135414
654,218210,4,2,10,4.19,0,4.19,3.7928469465e-05,0.026556760387616
655,218220,4,2,10,8.903,0,8.903,6.568558832e-05,0.036318230546898
656,218300,4,2,10,24.102,0,24.102,8.7947630308e-05,0.054001556126625
657,218400,6,2,10,20.949,0,20.949,6.4107602595e-05,0.038159941147362
658,218500,6,2,10,11.558,18,29.558,5.1107916344e-05,0.034062401738353
659,218600,6,2,10,2.095,0,2.095,4.2016447177e-05,0.027750240130187
660,218701,6,2,10,8.211,0,8.211,5.3685770676e-05,0.033451547131304
661,218702,6,2,10,14.404,0,14.404,3.5111689242e-05,0.032373452999658
662,218800,6,2,10,30.907,0,30.907,4.0187747492e-05,0.028133183184386
663,218900,6,2,10,29.256,0,29.256,6.8667216493e-05,0.035573477232503
664,219010,6,2,10,22.176,0,22.176,4.3034342497e-05,0.029317292767057
665,219020,6,2,10,46.405,0,46.405,7.0912782584e-05,0.034450861957413
666,219300,6,2,10,14.207,0,14.207,6.3626269193e-05,0.032986918987989
667,219500,6,2,10,26.434,0,26.434,5.4425203393e-05,0.032286155119926
668,219700,6,2,10,16.419,0,16.419,0.000106644141489,0.049996498630843
669,219800,6,2,10,24.839,0,24.839,4.3550598536e-05,0.029019250717201
670,219901,6,2,10,26.111,0,26.111,5.1238790466e-05,0.0301634607919
671,219902,6,2,10,14.901,0,14.901,7.8174234526e-05,0.040678186351384
672,220000,6,2,10,20.379,0,20.379,9.4862181411e-05,0.038564243530785
673,220100,6,2,10,4.926,0,4.926,9.5697464079e-05,0.054398309852906
674,221110,4,2,1,13.723,0,13.723,2.2869312318e-05,0.021532656430835
675,221120,4,2,1,6.332,0,6.332,3.0998382635e-05,0.023157796487183
676,221210,4,2,10,14.261,0,14.261,3.5029170386e-05,0.024903564876462
677,221220,4,2,1,45.879,0,45.879,6.4380466753e-05,0.031865625382103
678,221302,4,2,10,51.581,0,51.581,4.512000837e-05,0.032146442862665
679,221303,4,2,10,24.935,0,24.935,2.2843466854e-05,0.019954181837907
680,221304,4,2,10,1.591,0,1.591,2.218779736e-05,0.019365375139654
681,221401,6,2,10,62.828,0,62.828,5.2941792678e-05,0.029357183920207
682,221402,6,2,10,1.808,0,1.808,5.1968796186e-05,0.041139308268398
683,221500,6,2,8,13.509,0,13.509,3.7167366483e-05,0.025950970030378
684,221601,6,2,8,21.271,0,21.271,3.6110656662e-05,0.025722753099271
685,221602,6,2,1,25.87,0,25.87,5.1041565811e-05,0.038423113840643
686,221710,6,1,8,21.332,0,21.332,3.2016387644e-05,0.024762300366374
687,221810,6,2,8,19.685,0,19.685,2.970894285e-05,0.022909119798992
688,221820,6,2,9,1,0,1,1.993992883e-05,0.017636641964665
689,221900,6,2,9,2,0,2,3.9996459918e-05,0.033262641160244
690,222001,6,2,10,12.187,0,12.187,4.6299184577e-05,0.028075381724923
691,222002,6,2,8,23.19,0,23.19,6.400223532e-05,0.032878164387959
692,222100,6,2,8,31.433,0,31.433,4.6751543013e-05,0.033170826368313
693,222200,6,2,8,11.896,0,11.896,4.7039742087e-05,0.033310291903393
694,222500,6,2,8,5.591,0,5.591,6.3686343425e-05,0.032058938617626
695,222600,6,2,8,6.424,0,6.424,6.3635069927e-05,0.031983921077883
696,222700,6,2,9,102.393,0,102.393,7.9784834612e-05,0.041459826718168
697,224010,4,1,14,60.512,0,60.512,8.1069756616e-05,0.042866975768648
698,224020,4,1,9,43.091,0,43.091,0.000120298524043,0.045763787096595
699,224200,4,1,1,26.972,0,26.972,3.5925732398e-05,0.026125567588605
700,224310,4,1,1,1.703,0,1.703,1.7651771293e-05,0.01961000099271
701,224320,4,1,1,17.213,0,17.213,2.8365471518e-05,0.024826808159415
702,224410,6,1,1,21.719,0,21.719,4.4292628212e-05,0.031827552148887
703,224420,6,1,1,41.861,0,41.861,3.5014917296e-05,0.026534045069463
704,224600,6,1,9,90.432,267,357.432,7.017393073e-05,0.034027853025274
705,224700,6,1,9,61.691,0,61.691,6.2065123403e-05,0.032327225523036
706,226001,4,2,9,175.487,0,175.487,0.000101079515615,0.059308089471966
707,226002,4,2,14,492.605,97,589.605,0.00025065149537,0.064943728105774
708,226410,6,2,9,21.842,0,21.842,2.7573732593e-05,0.02135974859546
709,226420,6,2,9,14.207,0,14.207,4.1673166574e-05,0.026678059508095
710,226700,6,2,9,31.018,0,31.018,7.6397060938e-05,0.037320821973886
711,227010,6,2,9,37.907,0,37.907,5.6532707926e-05,0.036961098933444
712,227020,6,2,9,1.703,0,1.703,4.2956731618e-05,0.02790987256192
713,228100,6,2,9,36.238,0,36.238,9.7920250722e-05,0.045423718122882
714,228210,6,2,9,4.903,0,4.903,4.0115211375e-05,0.027657464462474
715,228220,6,2,9,26.41,0,26.41,3.5739360952e-05,0.028017495323521
716,228310,6,2,9,25.219,0,25.219,5.331913915e-05,0.034746229282941
717,228320,6,2,9,22.422,0,22.422,3.2893650033e-05,0.032764790135871
718,228410,6,2,9,5.903,0,5.903,2.710483744e-05,0.021485353218421
719,228420,6,2,9,15.01,0,15.01,2.7071692475e-05,0.023400160964658
720,228500,6,2,9,72.585,0,72.585,4.3806076885e-05,0.028105542758848
721,228600,6,2,9,13.61,0,13.61,5.1425640862e-05,0.029276870475267
722,228710,6,2,9,20.973,0,20.973,3.95007932e-05,0.026889755677014
723,228720,6,2,9,7.777,0,7.777,3.9438656641e-05,0.026856480769795
724,228800,6,2,9,46.676,0,46.676,8.2407629798e-05,0.036961433618791
725,228900,6,2,9,45.649,0,45.649,5.0301473354e-05,0.029742687175494
726,229100,6,2,9,107.605,0,107.605,4.6353224556e-05,0.02804613281777
727,229200,6,2,9,25.337,0,25.337,4.3490128701e-05,0.027451779700409
728,229300,6,2,9,12.302,0,12.302,4.9077001137e-05,0.029151604828488
729,229410,6,2,9,38.808,0,38.808,5.2927483693e-05,0.029594439573142
730,229420,6,2,9,16.816,0,16.816,5.6999477628e-05,0.030544682281714
731,231100,6,2,9,284.263,277,561.263,8.7261686545e-05,0.03927820085573
732,231210,6,2,8,0,0,0,3.1298658734e-05,0.023210059762573
733,231220,6,2,9,29.759,191,220.759,9.4202395739e-05,0.040607702461052
734,231300,6,2,8,31.188,0,31.188,6.4168009092e-05,0.03216935283217
735,231400,6,2,8,0,0,0,6.0613356221e-05,0.031177183344463
736,231500,6,2,8,11.093,0,11.093,8.9707551528e-05,0.039364130352635
737,231600,6,2,9,20.919,22,42.919,9.3168146203e-05,0.040335786124636
738,231710,6,2,9,78.329,0,78.329,3.1599071038e-05,0.023280680751441
739,231720,6,2,9,40.187,0,40.187,4.608718513e-05,0.027148449554365
740,231800,6,2,9,24.436,0,24.436,5.0773411543e-05,0.028519938280831
741,231900,6,2,9,109.708,0,109.708,5.5510152444e-05,0.029979665345441
742,232110,6,2,9,25.605,0,25.605,3.7085034508e-05,0.025618815449095
743,232120,6,2,9,69.307,0,69.307,5.0926682129e-05,0.028889132111416
744,232200,6,2,9,12.827,0,12.827,5.10334599e-05,0.034216218984415
745,232300,6,2,9,14.686,9,23.686,6.1355554693e-05,0.036090236621866
746,232400,6,2,8,45.865,29,74.865,0.000108605884214,0.042419163914218
747,232500,6,2,8,21.889,85,106.889,7.4907864265e-05,0.037090918297113
748,232600,6,2,9,6.181,0,6.181,7.7599700212e-05,0.038133864617888
749,232700,6,2,9,102.936,204,306.936,7.1349154595e-05,0.035313838928585
750,232800,6,2,9,98.091,0,98.091,4.1628873108e-05,0.026115390818868
751,234000,6,2,10,8.379,0,8.379,0.000121205162915,0.051822488119245
752,234200,6,2,10,38.139,0,38.139,8.6174517234e-05,0.038525913579655
753,234300,6,2,10,73.827,0,73.827,8.4934130025e-05,0.037427248811044
754,234501,6,2,8,13.4,0,13.4,7.3361605411e-05,0.040050513389627
755,234502,6,2,8,17.582,21,38.582,5.3170703237e-05,0.03709429351444
756,234600,6,2,8,73.576,7,80.576,0.000127224861832,0.055919264977439
757,234700,6,2,8,15.586,0,15.586,7.2402659788e-05,0.047497643569314
758,234800,6,2,8,46.997,0,46.997,6.3825270569e-05,0.032096693577686
