"","FID","Lon","Lat"
"462",4,-118.370045198982,33.9309338356792
"463",4,-118.369951198137,33.9309318351243
"464",4,-118.369676198846,33.9309288352697
"465",4,-118.369496198327,33.9309368353542
"466",4,-118.369263198398,33.9309478354795
"467",4,-118.368829198819,33.930954835182
"468",4,-118.368541198495,33.9309538351253
"469",4,-118.368399197925,33.9309508360104
"470",4,-118.36839519775,33.930512835454
"471",4,-118.368389197744,33.9304408353711
"472",4,-118.368397198387,33.9302498352481
"473",4,-118.368388198597,33.9299068356782
"474",4,-118.368388198241,33.9297178352503
"475",4,-118.368388198102,33.9296238358351
"476",4,-118.368387197697,33.9290258350498
"477",4,-118.368556197979,33.9290258352133
"478",4,-118.368886198525,33.9290248351695
"479",4,-118.369052198696,33.9290248357018
"480",4,-118.369251198044,33.9289858350157
"481",4,-118.370027198662,33.9289498356806
"482",4,-118.371906198988,33.9290218352378
"483",4,-118.374393198959,33.9290178346326
"484",4,-118.374394199381,33.92911683533
"485",4,-118.375011199507,33.929102834938
"486",4,-118.376551199541,33.9291028346667
"487",4,-118.377129199242,33.9291098344812
"488",4,-118.377164199145,33.9291158346585
"489",4,-118.377368199071,33.9290398351347
"490",4,-118.378441200205,33.9290128344271
"491",4,-118.378681199627,33.9290128346601
"492",4,-118.378736199924,33.9290128350204
"493",4,-118.378738199417,33.9305498347783
"494",4,-118.378738199694,33.9305958351648
"495",4,-118.378740200049,33.9308998353269
"496",4,-118.378785200201,33.9309088345604
"497",4,-118.378881200023,33.9309278346553
"498",4,-118.379279199677,33.9309308351079
"499",4,-118.379375200132,33.9309308351369
"500",4,-118.380298200356,33.9309278349582
"501",4,-118.38077719983,33.9309268345578
"502",4,-118.382318200577,33.9309038344647
"503",4,-118.383166200206,33.9308918346888
"504",4,-118.387486201438,33.9308888345167
"505",4,-118.390011202318,33.9308918346677
"506",4,-118.391906201882,33.9308948341854
"507",4,-118.394157202664,33.9309008338193
"508",4,-118.394372202502,33.9309008340661
"509",4,-118.396117202594,33.9309048339512
"510",4,-118.398027203324,33.9308908339526
"511",4,-118.398111203086,33.9309468335953
"512",4,-118.400801204134,33.9313228334728
"513",4,-118.402071203997,33.9314998334144
"514",4,-118.403998203739,33.9314188339448
"515",4,-118.408157204929,33.9314298334673
"516",4,-118.40949720507,33.9314298333232
"517",4,-118.41136720567,33.9314358331072
"518",4,-118.411422204964,33.9314368327865
"519",4,-118.415974206609,33.9313878328907
"520",4,-118.425059207457,33.931358832856
"521",4,-118.42511220812,33.9313568321494
"522",4,-118.425435207338,33.9313558327824
"523",4,-118.425812208288,33.9313408322671
"524",4,-118.426187208103,33.9313128321993
"525",4,-118.426561208435,33.9312708319635
"526",4,-118.427245207885,33.9311758325584
"527",4,-118.428787207806,33.9309748323261
"528",4,-118.428776208326,33.930822832299
"529",4,-118.428768208034,33.9279068318385
"530",4,-118.428766207486,33.9272058314954
"531",4,-118.427679207974,33.9272078318786
"532",4,-118.427674207139,33.9250228318407
"533",4,-118.42767220739,33.9235868314742
"534",4,-118.426586206834,33.923587831454
"535",4,-118.426583207705,33.9217738315803
"536",4,-118.424408206581,33.9217748311037
"537",4,-118.424403206894,33.9199628310474
"538",4,-118.423866206669,33.9199628313401
"539",4,-118.4227612062,33.9199618308815
"540",4,-118.422234206779,33.9199618312113
"541",4,-118.422234206602,33.9188788311688
"542",4,-118.422233206077,33.9179898307256
"543",4,-118.422222205695,33.9178478309621
"544",4,-118.422233205758,33.9177088310676
"545",4,-118.422233206079,33.9163338311834
"546",4,-118.427564206586,33.9163258306376
"547",4,-118.429459207099,33.9163228305846
"548",4,-118.429666207022,33.9163258308069
"549",4,-118.429782207626,33.9165908305693
"550",4,-118.429815206884,33.9166468302974
"551",4,-118.429823206818,33.916673830465
"552",4,-118.429890207075,33.9167498301412
"553",4,-118.429926206857,33.9167798308166
"554",4,-118.430095500134,33.9167708572455
"555",4,-118.430377537489,33.9171035709632
"556",4,-118.430804178922,33.9183611032192
"557",4,-118.43178477889,33.9204879112875
"558",4,-118.4331178798,33.9224035165014
"559",4,-118.434224512809,33.9243996724445
"560",4,-118.43515326708,33.9264591711249
"561",4,-118.435618508809,33.9275084956016
"562",4,-118.436561742296,33.9285457339021
"563",4,-118.436563808192,33.929562472903
"564",4,-118.437148509283,33.930549860669
"565",4,-118.43863330867,33.9336063589479
"566",4,-118.44172590942,33.9396182015737
"567",4,-118.44244739735,33.9404756006229
"568",4,-118.443520052664,33.9413491644791
"569",4,-118.44397392267,33.9423847269597
"570",4,-118.444641580934,33.9436413005527
"571",4,-118.4472258398,33.9480431693659
"572",4,-118.448680453604,33.950410910537
"573",4,-118.448736213287,33.9506348335046
"574",4,-118.448820213049,33.9508138335845
"575",4,-118.447010212995,33.9517618331881
"576",4,-118.446560212969,33.951997833077
"577",4,-118.445867212467,33.9518158336323
"578",4,-118.445510212867,33.9517358338131
"579",4,-118.445062212477,33.9515188332138
"580",4,-118.444616212213,33.9513368336216
"581",4,-118.444568212746,33.9513248335755
"582",4,-118.444520212577,33.9513198338965
"583",4,-118.444472212564,33.9513238332742
"584",4,-118.444425212496,33.9513348338396
"585",4,-118.44436321252,33.9513628339122
"586",4,-118.444337212631,33.9513818338859
"587",4,-118.44428021225,33.9514448336431
"588",4,-118.44421521213,33.9515458334928
"589",4,-118.444189212864,33.9515988337499
"590",4,-118.44415421266,33.9516948331841
"591",4,-118.444126212479,33.9518238334994
"592",4,-118.444120212419,33.9519078340524
"593",4,-118.444126212825,33.9519418339137
"594",4,-118.444138212749,33.9519778338165
"595",4,-118.443570212579,33.9517728334131
"596",4,-118.443540212201,33.9517698334554
"597",4,-118.443145212004,33.9517828339223
"598",4,-118.443067212742,33.9517898332586
"599",4,-118.442997212605,33.9518038332998
"600",4,-118.442860212104,33.9518408339439
"601",4,-118.442661212115,33.9519018335353
"602",4,-118.442638212494,33.9518698333764
"603",4,-118.442607212036,33.9518448341067
"604",4,-118.442584212682,33.9518368335764
"605",4,-118.442560212736,33.9518368332872
"606",4,-118.442029212573,33.9520858339891
"607",4,-118.440115211668,33.9529828336749
"608",4,-118.44005221221,33.9528888337763
"609",4,-118.439731211637,33.9530508338503
"610",4,-118.438226212131,33.9537648345707
"611",4,-118.436994211162,33.9533458338535
"612",4,-118.435627210889,33.9533788342289
"613",4,-118.435638211551,33.9537028342058
"614",4,-118.434323211439,33.9543078340769
"615",4,-118.43411821063,33.9540048348102
"616",4,-118.433463210585,33.9530338344658
"617",4,-118.433227210423,33.9531438341869
"618",4,-118.433144210392,33.953171834484
"619",4,-118.433096211094,33.9531798348249
"620",4,-118.433007210675,33.9531828346048
"621",4,-118.43296621065,33.953177834045
"622",4,-118.432899210266,33.9531628341591
"623",4,-118.432825211121,33.9531318346532
"624",4,-118.432671211119,33.9530428345726
"625",4,-118.432622210325,33.9530188340004
"626",4,-118.432549210528,33.9529898348433
"627",4,-118.432472210386,33.9529688348369
"628",4,-118.432405210353,33.9529578347652
"629",4,-118.432347210702,33.9529528345333
"630",4,-118.431839210121,33.9529318348067
"631",4,-118.431826210945,33.9531618346089
"632",4,-118.431810210769,33.9532468340493
"633",4,-118.431786210124,33.9533118346379
"634",4,-118.431487210491,33.9539898346717
"635",4,-118.431467211097,33.9540548344084
"636",4,-118.431450210203,33.9541378341849
"637",4,-118.431441210565,33.9542208341896
"638",4,-118.431441210485,33.9543048342565
"639",4,-118.431553210655,33.9551528347589
"640",4,-118.431564210591,33.9552088345189
"641",4,-118.431579210303,33.9552558344161
"642",4,-118.431599210876,33.9553008348549
"643",4,-118.431645211052,33.9553778349262
"644",4,-118.431713210848,33.9554548346785
"645",4,-118.431984210948,33.9557098350285
"646",4,-118.431922211029,33.9557598350414
"647",4,-118.431865210377,33.9558138343424
"648",4,-118.431814210806,33.9558718347615
"649",4,-118.431778211304,33.9559208346806
"650",4,-118.431731210734,33.9559978349239
"651",4,-118.4315662103,33.9563308348956
"652",4,-118.430175210208,33.9558498346132
"653",4,-118.430351210417,33.9554958349504
"654",4,-118.427203209937,33.9543978348914
"655",4,-118.426978209711,33.9543348347946
"656",4,-118.425299209073,33.9539488344734
"657",4,-118.422670209305,33.9537758357181
"658",4,-118.421924209235,33.9537788351456
"659",4,-118.418368208269,33.955826835657
"660",4,-118.417948209073,33.9560448354679
"661",4,-118.417901208757,33.9559518351312
"662",4,-118.417846208012,33.9558618357363
"663",4,-118.417707207977,33.9556068353676
"664",4,-118.417604208395,33.9554058353519
"665",4,-118.417553208299,33.955281835213
"666",4,-118.41657220858,33.9558658356088
"667",4,-118.416339208135,33.9558588355045
